Date,BGN,DKK,EUR,GBP,ISK,YUM,NOK,PLN,ROL,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRL,JPY,IRR,ILS,SGD,KWD,CNY,HKD,RUB,AZM,BYR,EEK,TMM,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS,ATS,BEF,DEM,NLG,ITL,FIM,FRF,ESP,GRD,IEP,LUF,PTE
28-May-02,1.0433,0.2739,2.036,3.2226,0.2403,3.3853,0.2741,0.5448,0.6597,0.8403,0.2231,1.3987,0.0666,2.215,1.444,1.2322,0.4784,1.5743,0.1774,0.2795,0.4541,1.2316,7.2644,0.2676,0.284,0.0708,0.4556,1.2486,1.3017,0.426,3.5622,5.9015,1.6347,0.3809,0.8265,3.0601,4.156,0.1449,0.4626,,,,,,,,,,,,
29-May-02,1.0446,0.2743,2.0387,3.2194,0.2385,3.3784,0.2753,0.5451,0.6581,0.8408,0.2233,1.3963,0.0669,2.2105,1.4396,1.2346,0.4826,1.5874,0.1771,0.2789,0.4514,1.2318,7.2516,0.2671,0.2835,0.0705,0.4548,1.2496,1.3037,0.4251,3.5567,5.9087,1.6314,0.3802,0.8248,3.036,4.1279,0.1444,0.4617,,,,,,,,,,,,
30-May-02,1.0523,0.2761,2.0518,3.226,0.2386,3.3784,0.2772,0.5449,0.6592,0.8438,0.2245,1.4032,0.0672,2.2105,1.4445,1.2441,0.4774,1.5622,0.1776,0.2789,0.4448,1.2328,7.2571,0.2671,0.2834,0.0706,0.4548,1.2454,1.312,0.4251,3.5533,5.9478,1.6374,0.3799,0.8248,3.036,4.1464,0.1443,0.4617,,,,,,,,,,,,
31-May-02,1.063,0.2791,2.0744,3.2389,0.2412,3.3854,0.2799,0.5501,0.6611,0.8533,0.2264,1.4132,0.0678,2.2151,1.4439,1.2515,0.4805,1.5654,0.1785,0.2795,0.4476,1.2376,7.2803,0.2676,0.284,0.0707,0.4557,1.2479,1.3266,0.426,3.5722,6.0121,1.6324,0.3807,0.8265,3.0423,4.1381,0.1446,0.4626,,,,,,,,,,,,
01-Jun-02,1.065,0.2795,2.0775,3.2479,0.2419,3.386,0.2784,0.5503,0.6609,0.8552,0.2278,1.4189,0.0683,2.2155,1.4447,1.2582,0.4837,1.5504,0.1788,0.2796,0.4512,1.241,7.2828,0.2677,0.2841,0.0707,0.4558,1.2475,1.3281,0.4261,3.5774,6.0191,1.6338,0.3805,0.8199,3.0429,4.1578,0.1447,0.4627,,,,,,,,,,,,
02-Jun-02,1.065,0.2795,2.0775,3.2479,0.2419,3.386,0.2784,0.5503,0.6609,0.8552,0.2278,1.4189,0.0683,2.2155,1.4447,1.2582,0.4837,1.5504,0.1788,0.2796,0.4512,1.241,7.2828,0.2677,0.2841,0.0707,0.4558,1.2475,1.3281,0.4261,3.5774,6.0191,1.6338,0.3805,0.8199,3.0429,4.1578,0.1447,0.4627,,,,,,,,,,,,
03-Jun-02,1.065,0.2795,2.0775,3.2479,0.2419,3.386,0.2784,0.5503,0.6609,0.8552,0.2278,1.4189,0.0683,2.2155,1.4447,1.2582,0.4837,1.5504,0.1788,0.2796,0.4512,1.241,7.2828,0.2677,0.2841,0.0707,0.4558,1.2475,1.3281,0.4261,3.5774,6.0191,1.6338,0.3805,0.8199,3.0429,4.1578,0.1447,0.4627,,,,,,,,,,,,
04-Jun-02,1.0601,0.2783,2.0677,3.2321,0.2423,3.4353,0.2777,0.5507,0.6622,0.8544,0.2278,1.4122,0.0681,2.22,1.4454,1.2594,0.4805,1.5258,0.1787,0.2801,0.4513,1.2418,7.2911,0.2682,0.2846,0.0708,0.4569,1.2493,1.3223,0.4269,3.5772,5.9921,1.6348,0.3813,0.8284,3.0491,4.1433,0.145,0.4644,,,,,,,,,,,,
05-Jun-02,1.0724,0.2814,2.0906,3.2465,0.2443,3.4353,0.281,0.5533,0.6622,0.865,0.2296,1.4247,0.0687,2.22,1.4558,1.2778,0.4816,1.5353,0.1797,0.2801,0.4507,1.2451,7.3123,0.2682,0.2847,0.0708,0.4566,1.2472,1.3368,0.4269,3.5951,6.0628,1.6336,0.3813,0.8284,3.0491,4.1651,0.145,0.4644,,,,,,,,,,,,
06-Jun-02,1.068,0.2805,2.0846,3.2363,0.2446,3.4353,0.2808,0.5521,0.6662,0.8602,0.2284,1.419,0.0688,2.22,1.4506,1.2705,0.4852,1.5465,0.1787,0.2801,0.4479,1.2373,7.2983,0.2682,0.2846,0.0707,0.4566,1.243,1.3328,0.4269,3.5969,6.0439,1.6336,0.3812,0.8216,3.0267,4.1441,0.1451,0.4644,,,,,,,,,,,,
07-Jun-02,1.0639,0.2794,2.077,3.2314,0.2443,3.4353,0.2812,0.5514,0.666,0.8629,0.2277,1.4128,0.0679,2.22,1.4469,1.2692,0.4805,1.547,0.1777,0.2801,0.4478,1.2342,7.2933,0.2682,0.2846,0.0707,0.4566,1.2388,1.3276,0.4269,3.587,6.019,1.6324,0.3812,0.8216,3.0267,4.1457,0.145,0.4644,,,,,,,,,,,,
08-Jun-02,1.0774,0.2829,2.1028,3.2454,0.2474,3.4353,0.2819,0.5564,0.6672,0.8716,0.2285,1.4277,0.0687,2.22,1.4494,1.2729,0.4805,1.5268,0.1787,0.2801,0.4458,1.2383,7.3031,0.2682,0.2846,0.0707,0.4566,1.2395,1.3445,0.4269,3.608,6.0935,1.6348,0.3815,0.8216,3.0267,4.1659,0.145,0.4644,,,,,,,,,,,,
09-Jun-02,1.0774,0.2829,2.1028,3.2454,0.2474,3.4353,0.2819,0.5564,0.6672,0.8716,0.2285,1.4277,0.0687,2.22,1.4494,1.2729,0.4805,1.5268,0.1787,0.2801,0.4458,1.2383,7.3031,0.2682,0.2846,0.0707,0.4566,1.2395,1.3445,0.4269,3.608,6.0935,1.6348,0.3815,0.8216,3.0267,4.1659,0.145,0.4644,,,,,,,,,,,,
10-Jun-02,1.0774,0.2829,2.1028,3.2454,0.2474,3.4353,0.2819,0.5564,0.6672,0.8716,0.2285,1.4277,0.0687,2.22,1.4494,1.2729,0.4805,1.5268,0.1787,0.2801,0.4458,1.2383,7.3031,0.2682,0.2846,0.0707,0.4566,1.2395,1.3445,0.4269,3.608,6.0935,1.6348,0.3815,0.8216,3.0267,4.1659,0.145,0.4644,,,,,,,,,,,,
11-Jun-02,1.07,0.2808,2.087,3.2337,0.2465,3.4392,0.2811,0.5502,0.6654,0.8646,0.227,1.4199,0.0682,2.22,1.4478,1.2636,0.4782,1.5056,0.1779,0.2801,0.4493,1.2373,7.2957,0.2682,0.2846,0.0706,0.4566,1.2388,1.3345,0.4269,3.5992,6.0477,1.6312,0.3815,0.8216,3.0267,4.165,0.145,0.4661,,,,,,,,,,,,
12-Jun-02,1.0764,0.2823,2.0981,3.2554,0.2481,3.4392,0.2823,0.5503,0.6654,0.8709,0.2287,1.4247,0.0687,2.22,1.4434,1.263,0.4847,1.5092,0.1782,0.2801,0.4464,1.2417,7.3012,0.2682,0.2846,0.0707,0.4565,1.2381,1.3409,0.4269,3.6115,6.0814,1.6312,0.3814,0.821,3.0267,4.1651,0.145,0.4661,,,,,,,,,,,,
13-Jun-02,1.0809,0.2833,2.1059,3.2692,0.2478,3.4392,0.2841,0.5509,0.6669,0.8739,0.2296,1.4271,0.0693,2.22,1.446,1.2643,0.4805,1.451,0.1769,0.2801,0.4473,1.2416,7.3007,0.2682,0.2846,0.0707,0.4565,1.2381,1.3462,0.4269,3.6156,6.1024,1.6157,0.3812,0.821,3.0025,4.1658,0.145,0.4661,,,,,,,,,,,,
14-Jun-02,1.0745,0.2815,2.0928,3.263,0.2472,3.4392,0.2822,0.552,0.6648,0.8672,0.2291,1.4179,0.0689,2.22,1.4445,1.2614,0.4782,1.4369,0.1766,0.2801,0.4454,1.2422,7.2959,0.2682,0.2846,0.0707,0.4564,1.2333,1.3379,0.4269,3.6057,6.0638,1.6134,0.3811,0.821,3.0025,4.1659,0.145,0.4661,,,,,,,,,,,,
15-Jun-02,1.0761,0.2817,2.0943,3.269,0.2475,3.4392,0.2826,0.5518,0.6638,0.869,0.2287,1.4197,0.0688,2.22,1.4408,1.2559,0.48,1.4369,0.1778,0.2801,0.4491,1.2427,7.3012,0.2682,0.2846,0.0706,0.4562,1.2361,1.3395,0.4269,3.6133,6.0696,1.6134,0.3809,0.821,3.0025,4.1635,0.145,0.4661,,,,,,,,,,,,
16-Jun-02,1.0761,0.2817,2.0943,3.269,0.2475,3.4392,0.2826,0.5518,0.6638,0.869,0.2287,1.4197,0.0688,2.22,1.4408,1.2559,0.48,1.4369,0.1778,0.2801,0.4491,1.2427,7.3012,0.2682,0.2846,0.0706,0.4562,1.2361,1.3395,0.4269,3.6133,6.0696,1.6134,0.3809,0.821,3.0025,4.1635,0.145,0.4661,,,,,,,,,,,,
17-Jun-02,1.0761,0.2817,2.0943,3.269,0.2475,3.4392,0.2826,0.5518,0.6638,0.869,0.2287,1.4197,0.0688,2.22,1.4408,1.2559,0.48,1.4369,0.1778,0.2801,0.4491,1.2427,7.3012,0.2682,0.2846,0.0706,0.4562,1.2361,1.3395,0.4269,3.6133,6.0696,1.6134,0.3809,0.821,3.0025,4.1635,0.145,0.4661,,,,,,,,,,,,
18-Jun-02,1.0785,0.2823,2.0979,3.2776,0.2487,3.4583,0.283,0.5486,0.6636,0.8676,0.2305,1.4221,0.0689,2.22,1.4341,1.239,0.4847,1.4015,0.1789,0.2801,0.4493,1.2424,7.3041,0.2684,0.2846,0.0707,0.4563,1.2402,1.342,0.4269,3.6186,6.0792,1.6087,0.3818,0.821,3.0025,4.1639,0.1451,0.4684,,,,,,,,,,,,
19-Jun-02,1.0792,0.2825,2.0995,3.2845,0.2488,3.4583,0.283,0.5484,0.664,0.8659,0.2317,1.4234,0.069,2.22,1.436,1.2419,0.4805,1.3997,0.1781,0.2801,0.449,1.2399,7.3038,0.2682,0.2846,0.0706,0.4563,1.2333,1.3422,0.4269,3.6139,6.0834,1.6029,0.3818,0.821,3.0025,4.1667,0.1451,0.4684,,,,,,,,,,,,
20-Jun-02,1.0882,0.285,2.1174,3.3138,0.2489,3.4583,0.286,0.553,0.6638,0.8692,0.2333,1.4356,0.0696,2.22,1.4388,1.2527,0.4805,1.4176,0.1786,0.2801,0.4483,1.2424,7.3154,0.2682,0.2846,0.0706,0.4561,1.2347,1.3543,0.4269,3.634,6.1367,1.6029,0.3818,0.821,2.9782,4.1495,0.1451,0.4684,,,,,,,,,,,,
21-Jun-02,1.0905,0.2855,2.1215,3.3019,0.2487,3.4505,0.288,0.5491,0.665,0.8721,0.2338,1.444,0.0696,2.215,1.4392,1.2572,0.4805,1.4534,0.1789,0.2795,0.4446,1.2421,7.2984,0.2676,0.284,0.0704,0.4551,1.2319,1.3562,0.426,3.6306,6.149,1.5981,0.3809,0.8191,2.9715,4.157,0.1447,0.4673,,,,,,,,,,,,
22-Jun-02,1.1013,0.2884,2.1428,3.3274,0.2506,3.4552,0.2906,0.5519,0.6673,0.8779,0.2368,1.4587,0.0705,2.218,1.4519,1.2729,0.4811,1.4109,0.1799,0.2799,0.4456,1.2513,7.3151,0.268,0.2844,0.0704,0.4557,1.237,1.3706,0.4265,3.6504,6.2111,1.6003,0.3814,0.8202,2.9755,4.163,0.1449,0.468,,,,,,,,,,,,
23-Jun-02,1.1013,0.2884,2.1428,3.3274,0.2506,3.4552,0.2906,0.5519,0.6673,0.8779,0.2368,1.4587,0.0705,2.218,1.4519,1.2729,0.4811,1.4109,0.1799,0.2799,0.4456,1.2513,7.3151,0.268,0.2844,0.0704,0.4557,1.237,1.3706,0.4265,3.6504,6.2111,1.6003,0.3814,0.8202,2.9755,4.163,0.1449,0.468,,,,,,,,,,,,
24-Jun-02,1.1013,0.2884,2.1428,3.3274,0.2506,3.4552,0.2906,0.5519,0.6673,0.8779,0.2368,1.4587,0.0705,2.218,1.4519,1.2729,0.4811,1.4109,0.1799,0.2799,0.4456,1.2513,7.3151,0.268,0.2844,0.0704,0.4557,1.237,1.3706,0.4265,3.6504,6.2111,1.6003,0.3814,0.8202,2.9755,4.163,0.1449,0.468,,,,,,,,,,,,
25-Jun-02,1.1091,0.2904,2.1581,3.3288,0.2516,3.5061,0.2915,0.552,0.6673,0.8833,0.2379,1.4713,0.0711,2.218,1.461,1.28,0.4811,1.4213,0.1824,0.2799,0.4474,1.2559,7.3276,0.268,0.2844,0.0704,0.4559,1.2329,1.3803,0.4265,3.6655,6.2551,1.6014,0.3814,0.8202,2.9755,4.1458,0.145,0.4768,,,,,,,,,,,,
26-Jun-02,1.1087,0.2905,2.157,3.3301,0.2513,3.5061,0.2925,0.5494,0.6647,0.8858,0.2386,1.4696,0.0724,2.218,1.4588,1.2671,0.4811,1.4038,0.1824,0.2799,0.4518,1.2524,7.3274,0.268,0.2844,0.0704,0.4554,1.2322,1.3794,0.4265,3.6643,6.2512,1.6026,0.3814,0.8202,2.9571,4.1458,0.1449,0.4768,,,,,,,,,,,,
27-Jun-02,1.1278,0.2953,2.1933,3.377,0.2529,3.5014,0.2972,0.5536,0.665,0.8984,0.2412,1.4934,0.0734,2.215,1.4677,1.2732,0.4805,1.3556,0.1841,0.2795,0.4519,1.256,7.3352,0.2676,0.284,0.0704,0.4548,1.2306,1.4058,0.426,3.6935,6.3576,1.6004,0.3809,0.8191,2.9531,4.1571,0.1446,0.4762,,,,,,,,,,,,
28-Jun-02,1.1127,0.2915,2.1652,3.351,0.2499,3.4777,0.2928,0.5463,0.6564,0.8862,0.2385,1.4748,0.0725,2.2,1.4507,1.2386,0.4772,1.3631,0.1838,0.2776,0.4547,1.247,7.2853,0.2658,0.2821,0.0699,0.4517,1.2229,1.3842,0.4231,3.6569,6.2739,1.5896,0.3783,0.8136,2.9331,4.1121,0.1433,0.4729,,,,,,,,,,,,
29-Jun-02,1.1136,0.2923,2.1709,3.3468,0.2515,3.4619,0.293,0.5427,0.6536,0.8878,0.2392,1.4745,0.0738,2.19,1.4502,1.2374,0.4751,1.4012,0.1836,0.2763,0.4596,1.2426,7.262,0.2646,0.2808,0.0695,0.4497,1.218,1.3879,0.4212,3.6373,6.2924,1.587,0.3766,0.8099,2.9198,4.1103,0.1429,0.4708,,,,,,,,,,,,
30-Jun-02,1.1136,0.2923,2.1709,3.3468,0.2515,3.4619,0.293,0.5427,0.6536,0.8878,0.2392,1.4745,0.0738,2.19,1.4502,1.2374,0.4751,1.4012,0.1836,0.2763,0.4596,1.2426,7.262,0.2646,0.2808,0.0695,0.4497,1.218,1.3879,0.4212,3.6373,6.2924,1.587,0.3766,0.8099,2.9198,4.1103,0.1429,0.4708,,,,,,,,,,,,
01-Jul-02,1.1136,0.2923,2.1709,3.3468,0.2515,3.4619,0.293,0.5427,0.6536,0.8878,0.2392,1.4745,0.0738,2.19,1.4502,1.2374,0.4751,1.4012,0.1836,0.2763,0.4596,1.2426,7.262,0.2646,0.2808,0.0695,0.4497,1.218,1.3879,0.4212,3.6373,6.2924,1.587,0.3766,0.8099,2.9198,4.1103,0.1429,0.4708,,,,,,,,,,,,
02-Jul-02,1.1245,0.2954,2.1927,3.3798,0.2547,3.5847,0.2945,0.5435,0.6605,0.8964,0.2416,1.4917,0.0748,2.205,1.4559,1.2374,0.4783,1.4063,0.1845,0.2782,0.4618,1.2491,7.3108,0.2664,0.2827,0.07,0.4528,1.2223,1.4026,0.424,3.6677,6.357,1.5978,0.3792,0.8154,2.9398,4.1215,0.1439,0.4778,,,,,,,,,,,,
03-Jul-02,1.1077,0.291,2.1611,3.3552,0.253,3.5765,0.2928,0.5484,0.6595,0.8886,0.238,1.4729,0.0739,2.2,1.4456,1.2344,0.4752,1.3937,0.1827,0.2776,0.4607,1.2428,7.2865,0.2658,0.2821,0.0698,0.4515,1.2175,1.3817,0.4231,3.6412,6.2621,1.5942,0.3783,0.8136,2.9331,4.1509,0.1434,0.4767,,,,,,,,,,,,
04-Jul-02,1.1034,0.2899,2.1523,3.3574,0.2534,3.5765,0.2926,0.5356,0.6619,0.8793,0.2377,1.4718,0.0731,2.2,1.4358,1.2342,0.4767,1.3472,0.1826,0.2776,0.4608,1.2424,7.2845,0.2658,0.2821,0.0698,0.4514,1.2155,1.3766,0.4231,3.6364,6.2395,1.6023,0.3783,0.8136,2.9226,4.1083,0.1434,0.4767,,,,,,,,,,,,
05-Jul-02,1.1024,0.2895,2.1494,3.3559,0.2542,3.5765,0.2938,0.5362,0.6619,0.872,0.236,1.4685,0.073,2.2,1.435,1.2232,0.4772,1.3665,0.1831,0.2776,0.4613,1.2435,7.2845,0.2658,0.2821,0.0698,0.4513,1.2148,1.3742,0.4231,3.6352,6.2274,1.6012,0.3783,0.8136,2.9226,4.1091,0.1432,0.4767,,,,,,,,,,,,
06-Jul-02,1.1141,0.2903,2.1556,3.3628,0.2552,3.619,0.2951,0.535,0.6666,0.8669,0.2362,1.4715,0.0737,2.215,1.4445,1.2304,0.4784,1.3547,0.1838,0.2769,0.4615,1.2506,7.3247,0.2676,0.284,0.0702,0.4545,1.2306,1.3786,0.426,3.6733,6.2723,1.6039,0.386,0.8191,2.9425,4.1567,0.1446,0.48,,,,,,,,,,,,
07-Jul-02,1.1141,0.2903,2.1556,3.3628,0.2552,3.619,0.2951,0.535,0.6666,0.8669,0.2362,1.4715,0.0737,2.215,1.4445,1.2304,0.4784,1.3547,0.1838,0.2769,0.4615,1.2506,7.3247,0.2676,0.284,0.0702,0.4545,1.2306,1.3786,0.426,3.6733,6.2723,1.6039,0.386,0.8191,2.9425,4.1567,0.1446,0.48,,,,,,,,,,,,
08-Jul-02,1.1141,0.2903,2.1556,3.3628,0.2552,3.619,0.2951,0.535,0.6666,0.8669,0.2362,1.4715,0.0737,2.215,1.4445,1.2304,0.4784,1.3547,0.1838,0.2769,0.4615,1.2506,7.3247,0.2676,0.284,0.0702,0.4545,1.2306,1.3786,0.426,3.6733,6.2723,1.6039,0.386,0.8191,2.9425,4.1567,0.1446,0.48,,,,,,,,,,,,
09-Jul-02,1.1215,0.294,2.1831,3.3921,0.2548,3.5808,0.2986,0.5361,0.6674,0.8749,0.2387,1.4876,0.0742,2.215,1.4569,1.2482,0.4794,1.3263,0.1865,0.2795,0.4623,1.2562,7.342,0.2676,0.284,0.0702,0.4544,1.2211,1.3969,0.426,3.6794,6.325,1.6133,0.3809,0.8191,2.9425,4.1573,0.1438,0.4871,,,,,,,,,,,,
10-Jul-02,1.1258,0.295,2.1904,3.4153,0.2575,3.5987,0.3,0.5259,0.6692,0.8708,0.2389,1.4896,0.0752,2.215,1.4549,1.2497,0.4763,1.3208,0.1867,0.2795,0.4648,1.2585,7.3468,0.2676,0.284,0.0701,0.4539,1.219,1.4006,0.426,3.6837,6.3469,1.6133,0.3809,0.8191,2.9425,4.1573,0.1436,0.4871,,,,,,,,,,,,
11-Jul-02,1.1335,0.2968,2.2044,3.4359,0.2581,3.5987,0.3016,0.5274,0.6712,0.8733,0.2382,1.496,0.0763,2.215,1.4659,1.2626,0.4805,1.34,0.188,0.2795,0.4674,1.2659,7.3635,0.2676,0.284,0.0702,0.4532,1.2164,1.4099,0.426,3.6923,6.3875,1.6133,0.3809,0.8191,2.9425,4.1577,0.1439,0.4871,,,,,,,,,,,,
12-Jul-02,1.1228,0.2941,2.1847,3.4235,0.2569,3.5987,0.2999,0.5346,0.6707,0.8813,0.2344,1.4877,0.0757,2.215,1.4588,1.2437,0.4805,1.351,0.1886,0.2795,0.469,1.2659,7.3495,0.2676,0.284,0.0701,0.4542,1.215,1.397,0.426,3.6843,6.3293,1.6168,0.3809,0.8195,2.9343,4.1578,0.1441,0.4871,,,,,,,,,,,,
13-Jul-02,1.1246,0.2946,2.1878,3.4333,0.2559,3.5987,0.2996,0.5303,0.6702,0.8855,0.2366,1.4919,0.0747,2.215,1.4539,1.2362,0.4805,1.3319,0.1896,0.2795,0.469,1.2668,7.3537,0.2676,0.284,0.0702,0.4541,1.2211,1.3992,0.426,3.6935,6.3384,1.6168,0.3809,0.8195,2.9343,4.1573,0.144,0.4871,,,,,,,,,,,,
14-Jul-02,1.1246,0.2946,2.1878,3.4333,0.2559,3.5987,0.2996,0.5303,0.6702,0.8855,0.2366,1.4919,0.0747,2.215,1.4539,1.2362,0.4805,1.3319,0.1896,0.2795,0.469,1.2668,7.3537,0.2676,0.284,0.0702,0.4541,1.2211,1.3992,0.426,3.6935,6.3384,1.6168,0.3809,0.8195,2.9343,4.1573,0.144,0.4871,,,,,,,,,,,,
15-Jul-02,1.1246,0.2946,2.1878,3.4333,0.2559,3.5987,0.2996,0.5303,0.6702,0.8855,0.2366,1.4919,0.0747,2.215,1.4539,1.2362,0.4805,1.3319,0.1896,0.2795,0.469,1.2668,7.3537,0.2676,0.284,0.0702,0.4541,1.2211,1.3992,0.426,3.6935,6.3384,1.6168,0.3809,0.8195,2.9343,4.1573,0.144,0.4871,,,,,,,,,,,,
16-Jul-02,1.13,0.2961,2.1994,3.4385,0.2582,3.6038,0.2999,0.5298,0.6697,0.8951,0.2389,1.497,0.0749,2.21,1.4422,1.2416,0.4794,1.3163,0.1902,0.2788,0.4722,1.2707,7.3559,0.267,0.2834,0.0701,0.4529,1.2163,1.4063,0.425,3.6994,6.3724,1.6155,0.3801,0.8176,2.9277,4.1231,0.1436,0.4804,,,,,,,,,,,,
17-Jul-02,1.132,0.2966,2.2023,3.4401,0.2593,3.5533,0.2995,0.5244,0.6642,0.8914,0.2379,1.5002,0.0751,2.19,1.4247,1.2299,0.4782,1.3098,0.1883,0.2763,0.4681,1.2624,7.2879,0.2646,0.2808,0.0694,0.4488,1.2059,1.4081,0.4212,3.6807,6.3813,1.6009,0.3766,0.8102,2.9012,4.1104,0.1425,0.4761,,,,,,,,,,,,
18-Jul-02,1.1407,0.2988,2.2193,3.4528,0.2638,3.5791,0.3007,0.5334,0.6662,0.9012,0.2372,1.5128,0.0753,2.1949,1.4272,1.2142,0.4761,1.3151,0.1892,0.2769,0.4701,1.2642,7.3063,0.2652,0.2814,0.0696,0.4498,1.208,1.419,0.4221,3.6939,6.4302,1.6056,0.3881,0.8107,2.9077,4.1195,0.1427,0.4772,,,,,,,,,,,,
19-Jul-02,1.1397,0.2988,2.2196,3.4521,0.2634,3.5956,0.3011,0.5386,0.6705,0.9037,0.2396,1.5152,0.0744,2.205,1.4327,1.215,0.4814,1.3356,0.189,0.2782,0.4737,1.2672,7.3368,0.2664,0.2827,0.0699,0.4518,1.2122,1.4191,0.424,3.7015,6.4303,1.6154,0.3899,0.8144,2.921,4.1387,0.1435,0.4794,,,,,,,,,,,,
20-Jul-02,1.1471,0.3007,2.2343,3.4784,0.2647,3.5875,0.3005,0.5458,0.6721,0.911,0.2387,1.5256,0.0751,2.2,1.4333,1.2228,0.4772,1.3197,0.1897,0.2776,0.4723,1.2716,7.3297,0.2658,0.2821,0.0697,0.4505,1.2115,1.4289,0.4231,3.7081,6.4727,1.6153,0.389,0.8126,2.9061,4.1052,0.1431,0.4783,,,,,,,,,,,,
21-Jul-02,1.1471,0.3007,2.2343,3.4784,0.2647,3.5875,0.3005,0.5458,0.6721,0.911,0.2387,1.5256,0.0751,2.2,1.4333,1.2228,0.4772,1.3197,0.1897,0.2776,0.4723,1.2716,7.3297,0.2658,0.2821,0.0697,0.4505,1.2115,1.4289,0.4231,3.7081,6.4727,1.6153,0.389,0.8126,2.9061,4.1052,0.1431,0.4783,,,,,,,,,,,,
22-Jul-02,1.1471,0.3007,2.2343,3.4784,0.2647,3.5875,0.3005,0.5458,0.6721,0.911,0.2387,1.5256,0.0751,2.2,1.4333,1.2228,0.4772,1.3197,0.1897,0.2776,0.4723,1.2716,7.3297,0.2658,0.2821,0.0697,0.4505,1.2115,1.4289,0.4231,3.7081,6.4727,1.6153,0.389,0.8126,2.9061,4.1052,0.1431,0.4783,,,,,,,,,,,,
23-Jul-02,1.1368,0.2981,2.215,3.4521,0.2606,3.6377,0.297,0.5457,0.6703,0.9062,0.2348,1.5197,0.0736,2.195,1.4235,1.2147,0.4761,1.3073,0.1887,0.2769,0.4744,1.2656,7.3077,0.2652,0.2814,0.0696,0.4494,1.2054,1.4161,0.4221,3.6878,6.4206,1.6104,0.3882,0.8107,2.8995,4.0967,0.1428,0.4718,,,,,,,,,,,,
24-Jul-02,1.1194,0.2935,2.1807,3.4361,0.2565,3.6559,0.2874,0.539,0.6705,0.8926,0.2298,1.497,0.0719,2.195,1.3919,1.1901,0.4761,1.3128,0.1871,0.2769,0.4716,1.2595,7.2938,0.2652,0.2814,0.0696,0.4492,1.2008,1.3944,0.4221,3.6736,6.3196,1.6104,0.3882,0.8107,2.8995,4.1197,0.1428,0.4718,,,,,,,,,,,,
25-Jul-02,1.1175,0.2926,2.1739,3.4299,0.2569,3.6559,0.2885,0.5337,0.6698,0.8895,0.2286,1.4974,0.072,2.195,1.3888,1.1844,0.4761,1.3104,0.187,0.2769,0.4693,1.2598,7.2921,0.2652,0.2814,0.0696,0.4491,1.1955,1.3903,0.4221,3.6663,6.301,1.614,0.3882,0.8107,2.8995,4.1198,0.1427,0.4718,,,,,,,,,,,,
26-Jul-02,1.1287,0.2955,2.196,3.4672,0.2581,3.6643,0.2911,0.5411,0.6738,0.8992,0.2322,1.5143,0.0726,2.2,1.4055,1.1924,0.4736,1.3056,0.1887,0.2776,0.4705,1.2618,7.3182,0.2658,0.2821,0.0697,0.4503,1.1996,1.4038,0.4231,3.6876,6.3632,1.6188,0.389,0.8126,2.8981,4.1291,0.1427,0.4728,,,,,,,,,,,,
27-Jul-02,1.1307,0.2962,2.2004,3.4742,0.258,3.6643,0.2902,0.5365,0.6735,0.8995,0.2336,1.5218,0.0721,2.2,1.3982,1.1867,0.4762,1.3103,0.1874,0.2776,0.4638,1.2516,7.3187,0.2658,0.2821,0.0698,0.4501,1.2009,1.4073,0.4231,3.6845,6.3781,1.6153,0.389,0.8126,2.8981,4.1291,0.1429,0.4728,,,,,,,,,,,,
28-Jul-02,1.1307,0.2962,2.2004,3.4742,0.258,3.6643,0.2902,0.5365,0.6735,0.8995,0.2336,1.5218,0.0721,2.2,1.3982,1.1867,0.4762,1.3103,0.1874,0.2776,0.4638,1.2516,7.3187,0.2658,0.2821,0.0698,0.4501,1.2009,1.4073,0.4231,3.6845,6.3781,1.6153,0.389,0.8126,2.8981,4.1291,0.1429,0.4728,,,,,,,,,,,,
29-Jul-02,1.1307,0.2962,2.2004,3.4742,0.258,3.6643,0.2902,0.5365,0.6735,0.8995,0.2336,1.5218,0.0721,2.2,1.3982,1.1867,0.4762,1.3103,0.1874,0.2776,0.4638,1.2516,7.3187,0.2658,0.2821,0.0698,0.4501,1.2009,1.4073,0.4231,3.6845,6.3781,1.6153,0.389,0.8126,2.8981,4.1291,0.1429,0.4728,,,,,,,,,,,,
30-Jul-02,1.1141,0.2917,2.1673,3.4422,0.2571,3.6559,0.2886,0.5345,0.6695,0.8861,0.2337,1.4941,0.071,2.195,1.3865,1.1798,0.4726,1.2919,0.1844,0.2769,0.464,1.2447,7.2858,0.2652,0.2814,0.0697,0.4492,1.1981,1.386,0.4221,3.6535,6.2806,1.6128,0.3882,0.8107,2.8915,4.1197,0.1426,0.4743,,,,,,,,,,,,
31-Jul-02,1.1004,0.2882,2.1413,3.4108,0.2556,3.5938,0.2857,0.5286,0.6647,0.8791,0.2321,1.4709,0.0708,2.185,1.3924,1.1884,0.476,1.296,0.182,0.2756,0.4645,1.2369,7.2442,0.264,0.2801,0.0694,0.4472,1.1894,1.3701,0.4202,3.6248,6.2053,1.6066,0.3864,0.8085,2.8703,4.0994,0.1417,0.4721,,,,,,,,,,,,
