Date,BGN,DKK,EUR,GBP,ISK,CSD,NOK,PLN,RON,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRY,JPY,AED,IRR,ILS,SGD,KWD,CNY,HKD,INR,NZD,RUB,AZN,BYR,EEK,TMM,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS
21-May-08,1.154,0.303,2.2599,2.8357,0.1968,2.7534,0.2896,0.6663,0.6217,0.9173,0.2443,1.3866,0.0903,1.449,1.4586,1.3884,0.2711,1.1746,0.1396,0.3945,0.1575,0.4307,1.059,5.4394,0.2077,0.1858,0.034,1.1201,0.061,1.7538,0.6784,1.4463,0.1017,3.2129,6.5367,1.398,0.4701,0.4222,1.1088,3.1364,0.1201,0.3982
22-May-08,1.154,0.303,2.2599,2.8357,0.1968,2.7534,0.2896,0.6663,0.6217,0.9173,0.2443,1.3866,0.0903,1.449,1.4586,1.3884,0.2711,1.1746,0.1396,0.3945,0.1575,0.4307,1.059,5.4394,0.2077,0.1858,0.034,1.1201,0.061,1.7538,0.6784,1.4463,0.1017,3.2129,6.5367,1.398,0.4701,0.4222,1.1088,3.1364,0.1201,0.3982
23-May-08,1.1671,0.3062,2.2835,2.858,0.1991,2.8006,0.2902,0.6693,0.6218,0.9338,0.2452,1.4106,0.0909,1.449,1.47,1.3918,0.2711,1.1573,0.1403,0.3945,0.1566,0.4348,1.0665,5.4632,0.2086,0.1858,0.0336,1.1401,0.0615,1.7596,0.6784,1.4573,0.1017,3.2272,6.5643,1.4016,0.4692,0.4222,1.1088,3.0505,0.1202,0.3982
24-May-08,1.1713,0.3066,2.2867,2.8763,0.2009,2.8142,0.2891,0.6718,0.6226,0.9324,0.2458,1.4133,0.0912,1.454,1.4743,1.3973,0.2723,1.1702,0.14,0.3959,0.1594,0.4364,1.0701,5.4849,0.2095,0.1864,0.034,1.1417,0.0616,1.7656,0.681,1.4644,0.102,3.2601,6.6557,1.4078,0.4708,0.4237,1.1126,3.0707,0.1206,0.3995
25-May-08,1.1713,0.3066,2.2867,2.8763,0.2009,2.8142,0.2891,0.6718,0.6226,0.9324,0.2458,1.4133,0.0912,1.454,1.4743,1.3973,0.2723,1.1702,0.14,0.3959,0.1594,0.4364,1.0701,5.4849,0.2095,0.1864,0.034,1.1417,0.0616,1.7656,0.681,1.4644,0.102,3.2601,6.6557,1.4078,0.4708,0.4237,1.1126,3.0707,0.1206,0.3995
26-May-08,1.1713,0.3066,2.2867,2.8763,0.2009,2.8142,0.2891,0.6718,0.6226,0.9324,0.2458,1.4133,0.0912,1.454,1.4743,1.3973,0.2723,1.1702,0.14,0.3959,0.1594,0.4364,1.0701,5.4849,0.2095,0.1864,0.034,1.1417,0.0616,1.7656,0.681,1.4644,0.102,3.2601,6.6557,1.4078,0.4708,0.4237,1.1126,3.0707,0.1206,0.3995
27-May-08,1.1713,0.3066,2.2867,2.8763,0.2009,2.8142,0.2891,0.6718,0.6226,0.9324,0.2458,1.4133,0.0912,1.454,1.4743,1.3973,0.2723,1.1702,0.14,0.3959,0.1594,0.4364,1.0701,5.4849,0.2095,0.1864,0.034,1.1417,0.0616,1.7656,0.681,1.4644,0.102,3.2601,6.6557,1.4078,0.4708,0.4237,1.1126,3.0707,0.1206,0.3995
28-May-08,1.1677,0.306,2.2817,2.8612,0.2001,2.8259,0.2893,0.6722,0.6222,0.9371,0.2451,1.4112,0.0908,1.449,1.4636,1.3928,0.2708,1.1653,0.1397,0.3945,0.159,0.4388,1.0643,5.4727,0.2087,0.1857,0.0338,1.142,0.0615,1.7632,0.6787,1.4579,0.1017,3.2489,6.6189,1.4056,0.4705,0.4221,1.1088,3.0377,0.1202,0.399
29-May-08,1.1676,0.3059,2.2819,2.8719,0.1983,2.8098,0.2901,0.673,0.6214,0.9367,0.2446,1.4097,0.0908,1.449,1.4579,1.3934,0.2708,1.1667,0.1393,0.3946,0.1582,0.44,1.0647,5.4739,0.2087,0.1857,0.0338,1.1408,0.0614,1.7632,0.679,1.4604,0.1017,3.2562,6.6095,1.4056,0.4722,0.4221,1.1088,3.0505,0.1202,0.399
30-May-08,1.1559,0.3012,2.2467,2.8451,0.1954,2.7702,0.2853,0.6648,0.6163,0.9334,0.2411,1.3806,0.0899,1.444,1.4558,1.3854,0.2705,1.187,0.1372,0.3932,0.1572,0.44,1.0559,5.4505,0.2081,0.185,0.0337,1.1266,0.061,1.7535,0.6767,1.4505,0.1013,3.2232,6.5819,1.4046,0.4706,0.4209,1.1044,3.0464,0.1198,0.3976
31-May-08,1.1481,0.2996,2.2339,2.8499,0.1931,2.72,0.2825,0.6618,0.6164,0.9292,0.2392,1.3731,0.0892,1.444,1.4568,1.379,0.2707,1.1944,0.1369,0.3932,0.1572,0.446,1.0559,5.4501,0.2079,0.185,0.034,1.1265,0.0608,1.7507,0.6767,1.437,0.1013,3.216,6.5171,1.4082,0.4719,0.4211,1.1044,3.0209,0.1198,0.3976
01-Jun-08,1.1481,0.2996,2.2339,2.8499,0.1931,2.72,0.2825,0.6618,0.6164,0.9292,0.2392,1.3731,0.0892,1.444,1.4568,1.379,0.2707,1.1944,0.1369,0.3932,0.1572,0.446,1.0559,5.4501,0.2079,0.185,0.034,1.1265,0.0608,1.7507,0.6767,1.437,0.1013,3.216,6.5171,1.4082,0.4719,0.4211,1.1044,3.0209,0.1198,0.3976
02-Jun-08,1.1481,0.2996,2.2339,2.8499,0.1931,2.72,0.2825,0.6618,0.6164,0.9292,0.2392,1.3731,0.0892,1.444,1.4568,1.379,0.2707,1.1944,0.1369,0.3932,0.1572,0.446,1.0559,5.4501,0.2079,0.185,0.034,1.1265,0.0608,1.7507,0.6767,1.437,0.1013,3.216,6.5171,1.4082,0.4719,0.4211,1.1044,3.0209,0.1198,0.3976
03-Jun-08,1.1449,0.3008,2.2434,2.8324,0.194,2.7196,0.2826,0.6643,0.6239,0.9314,0.2402,1.387,0.0896,1.4439,1.451,1.3746,0.27,1.1797,0.1377,0.3932,0.1565,0.4461,1.059,5.4442,0.2082,0.185,0.0342,1.1314,0.0608,1.7606,0.6766,1.429,0.1016,3.1945,6.4787,1.4081,0.4726,0.4208,1.1043,3.0494,0.1198,0.3979
04-Jun-08,1.1427,0.301,2.2445,2.8299,0.1911,2.7076,0.282,0.665,0.6201,0.9292,0.2403,1.3959,0.0904,1.44,1.4417,1.3787,0.2694,1.1712,0.1382,0.3921,0.156,0.4393,1.0569,5.4327,0.2079,0.1845,0.0338,1.1318,0.0608,1.7561,0.6751,1.4326,0.1013,3.1858,6.4763,1.4053,0.4715,0.4195,1.1013,3.0464,0.1194,0.3968
05-Jun-08,1.1465,0.2982,2.224,2.8113,0.1874,2.7038,0.279,0.6598,0.6131,0.9192,0.2383,1.3839,0.0902,1.438,1.4218,1.3795,0.2694,1.163,0.1374,0.3915,0.1558,0.4344,1.054,5.4176,0.2073,0.1842,0.0336,1.1264,0.0604,1.7528,0.6742,1.4361,0.1012,3.1814,6.4833,1.4073,0.4705,0.4188,1.0993,3.0464,0.1191,0.3963
06-Jun-08,1.1363,0.2973,2.217,2.8004,0.1867,2.7066,0.2783,0.6577,0.613,0.918,0.2379,1.3724,0.0903,1.437,1.4127,1.3732,0.2694,1.1735,0.1356,0.3913,0.1546,0.4287,1.0505,5.4059,0.2069,0.184,0.0335,1.0999,0.0603,1.7505,0.6737,1.4184,0.1011,3.1582,6.4295,1.4091,0.4697,0.4189,1.0986,3.0464,0.119,0.396
07-Jun-08,1.1316,0.3004,2.2399,2.8088,0.1888,2.7418,0.2823,0.6617,0.6149,0.9168,0.2405,1.3816,0.0911,1.437,1.411,1.3758,0.2692,1.1593,0.1355,0.3913,0.1546,0.4306,1.0517,5.4169,0.2076,0.184,0.0336,1.1022,0.0607,1.7539,0.6737,1.4172,0.1011,3.1513,6.4275,1.4117,0.4689,0.4189,1.0986,3.0464,0.1191,0.396
08-Jun-08,1.1316,0.3004,2.2399,2.8088,0.1888,2.7418,0.2823,0.6617,0.6149,0.9168,0.2405,1.3816,0.0911,1.437,1.411,1.3758,0.2692,1.1593,0.1355,0.3913,0.1546,0.4306,1.0517,5.4169,0.2076,0.184,0.0336,1.1022,0.0607,1.7539,0.6737,1.4172,0.1011,3.1513,6.4275,1.4117,0.4689,0.4189,1.0986,3.0464,0.1191,0.396
09-Jun-08,1.1316,0.3004,2.2399,2.8088,0.1888,2.7418,0.2823,0.6617,0.6149,0.9168,0.2405,1.3816,0.0911,1.437,1.411,1.3758,0.2692,1.1593,0.1355,0.3913,0.1546,0.4306,1.0517,5.4169,0.2076,0.184,0.0336,1.1022,0.0607,1.7539,0.6737,1.4172,0.1011,3.1513,6.4275,1.4117,0.4689,0.4189,1.0986,3.0464,0.1191,0.396
10-Jun-08,1.142,0.3037,2.2654,2.8271,0.1898,2.7746,0.2855,0.6686,0.6151,0.9141,0.2425,1.4063,0.0918,1.432,1.4054,1.3786,0.2682,1.1479,0.1358,0.3899,0.1566,0.4291,1.0519,5.4113,0.2068,0.1834,0.0334,1.0999,0.0609,1.753,0.6717,1.428,0.1007,3.1752,6.477,1.409,0.467,0.4174,1.0947,3.0464,0.1187,0.3946
11-Jun-08,1.1532,0.2977,2.2205,2.7986,0.1872,2.7792,0.2789,0.6574,0.6054,0.8979,0.2385,1.3804,0.0906,1.429,1.3879,1.3554,0.2677,1.1517,0.134,0.3891,0.1549,0.4249,1.0434,5.3862,0.2063,0.183,0.0333,1.0793,0.0605,1.7474,0.6709,1.4189,0.1005,3.2112,6.5374,1.4065,0.4656,0.4166,1.0924,3.0464,0.1184,0.3938
12-Jun-08,1.1344,0.2971,2.2154,2.795,0.1849,2.7522,0.278,0.6578,0.6047,0.8978,0.2371,1.3752,0.091,1.429,1.4037,1.3543,0.2684,1.1404,0.1331,0.3891,0.1539,0.4203,1.0413,5.3815,0.2066,0.183,0.0333,1.0815,0.0604,1.7459,0.6709,1.4139,0.1005,3.1685,6.4506,1.4075,0.4652,0.4165,1.0919,3.0464,0.1184,0.3938
13-Jun-08,1.1336,0.2958,2.2059,2.7896,0.183,2.7725,0.2749,0.6522,0.6025,0.8927,0.2355,1.3748,0.0905,1.429,1.398,1.3388,0.2676,1.14,0.133,0.3891,0.154,0.4196,1.0365,5.3851,0.2069,0.1831,0.0334,1.076,0.0604,1.7461,0.6712,1.4139,0.1005,3.1476,6.4219,1.41,0.4651,0.4166,1.0919,3.0464,0.1184,0.3938
14-Jun-08,1.1264,0.2953,2.2018,2.7808,0.1816,2.7808,0.2736,0.65,0.6014,0.8923,0.2349,1.3672,0.0911,1.429,1.3969,1.3398,0.2674,1.1423,0.1323,0.3891,0.154,0.4177,1.0369,5.3768,0.207,0.1829,0.0333,1.0702,0.0604,1.745,0.6706,1.4101,0.1005,3.1476,6.3758,1.414,0.4651,0.4168,1.0919,3.0464,0.1183,0.3938
15-Jun-08,1.1264,0.2953,2.2018,2.7808,0.1816,2.7808,0.2736,0.65,0.6014,0.8923,0.2349,1.3672,0.0911,1.429,1.3969,1.3398,0.2674,1.1423,0.1323,0.3891,0.154,0.4177,1.0369,5.3768,0.207,0.1829,0.0333,1.0702,0.0604,1.745,0.6706,1.4101,0.1005,3.1476,6.3758,1.414,0.4651,0.4168,1.0919,3.0464,0.1183,0.3938
16-Jun-08,1.1264,0.2953,2.2018,2.7808,0.1816,2.7808,0.2736,0.65,0.6014,0.8923,0.2349,1.3672,0.0911,1.429,1.3969,1.3398,0.2674,1.1423,0.1323,0.3891,0.154,0.4177,1.0369,5.3768,0.207,0.1829,0.0333,1.0702,0.0604,1.745,0.6706,1.4101,0.1005,3.1476,6.3758,1.414,0.4651,0.4168,1.0919,3.0464,0.1183,0.3938
17-Jun-08,1.1197,0.2947,2.1977,2.7882,0.1794,2.7818,0.2739,0.6487,0.6009,0.8902,0.2349,1.3634,0.0908,1.428,1.3871,1.3406,0.2674,1.1448,0.1317,0.3888,0.1533,0.418,1.0379,5.3743,0.2069,0.1828,0.0333,1.0717,0.0601,1.7438,0.6707,1.4045,0.1005,3.1385,6.3733,1.415,0.4664,0.4165,1.0911,3.0464,0.1183,0.395
18-Jun-08,1.1279,0.2967,2.2128,2.8062,0.179,2.807,0.2758,0.6547,0.6049,0.8968,0.2366,1.3716,0.0916,1.427,1.4,1.3435,0.2676,1.1574,0.1324,0.3885,0.1541,0.4289,1.044,5.3715,0.2071,0.1827,0.0333,1.0791,0.0604,1.7454,0.6706,1.4077,0.1004,3.1294,6.3487,1.417,0.4673,0.4161,1.0903,3.0464,0.1182,0.3948
19-Jun-08,1.1253,0.2957,2.2052,2.7772,0.1782,2.7658,0.2743,0.6546,0.6025,0.9036,0.235,1.364,0.0916,1.422,1.3951,1.3397,0.2664,1.1621,0.1315,0.3872,0.1536,0.426,1.0392,5.3485,0.2066,0.1821,0.0332,1.0733,0.0601,1.739,0.6682,1.4065,0.1,3.146,6.3942,1.413,0.4657,0.4147,1.086,3.0464,0.1178,0.3934
20-Jun-08,1.1256,0.2958,2.2062,2.7901,0.1722,2.7548,0.2747,0.6549,0.6013,0.9125,0.2345,1.3666,0.0918,1.421,1.3971,1.3455,0.2666,1.1558,0.1322,0.3869,0.1531,0.4224,1.038,5.352,0.2067,0.182,0.0331,1.077,0.0602,1.7401,0.6681,1.4064,0.1,3.13,6.3825,1.4163,0.4665,0.4142,1.0852,3.0464,0.1178,0.3931
21-Jun-08,1.124,0.2964,2.2102,2.8007,0.1749,2.7514,0.2749,0.6573,0.6034,0.9235,0.2354,1.3658,0.0918,1.42,1.3998,1.3537,0.2661,1.1619,0.1318,0.3866,0.153,0.4242,1.0401,5.3526,0.2064,0.1819,0.0331,1.0829,0.0601,1.7381,0.6676,1.4066,0.0999,3.1486,6.4059,1.4153,0.466,0.414,1.0845,3.0464,0.1176,0.3928
22-Jun-08,1.124,0.2964,2.2102,2.8007,0.1749,2.7514,0.2749,0.6573,0.6034,0.9235,0.2354,1.3658,0.0918,1.42,1.3998,1.3537,0.2661,1.1619,0.1318,0.3866,0.153,0.4242,1.0401,5.3526,0.2064,0.1819,0.0331,1.0829,0.0601,1.7381,0.6676,1.4066,0.0999,3.1486,6.4059,1.4153,0.466,0.414,1.0845,3.0464,0.1176,0.3928
23-Jun-08,1.124,0.2964,2.2102,2.8007,0.1749,2.7514,0.2749,0.6573,0.6034,0.9235,0.2354,1.3658,0.0918,1.42,1.3998,1.3537,0.2661,1.1619,0.1318,0.3866,0.153,0.4242,1.0401,5.3526,0.2064,0.1819,0.0331,1.0829,0.0601,1.7381,0.6676,1.4066,0.0999,3.1486,6.4059,1.4153,0.466,0.414,1.0845,3.0464,0.1176,0.3928
24-Jun-08,1.1309,0.2948,2.1986,2.7838,0.1732,2.7776,0.2739,0.6533,0.5988,0.9245,0.234,1.3575,0.0913,1.417,1.3904,1.3487,0.2658,1.1568,0.1317,0.3858,0.1528,0.4217,1.0366,5.3456,0.2061,0.1815,0.033,1.0758,0.0601,1.7382,0.6665,1.41,0.0997,3.1419,6.3924,1.4163,0.4648,0.4131,1.0822,3.0464,0.1174,0.3932
25-Jun-08,1.1237,0.2956,2.2049,2.7878,0.1686,2.779,0.2762,0.6559,0.6004,0.9242,0.2347,1.3602,0.0916,1.416,1.3947,1.3521,0.2653,1.1545,0.1312,0.3856,0.1534,0.4212,1.0355,5.3349,0.2061,0.1814,0.033,1.0725,0.0599,1.7355,0.6664,1.409,0.0996,3.1397,6.3879,1.4159,0.4653,0.4129,1.0809,3.0464,0.1173,0.393
26-Jun-08,1.1263,0.2951,2.2007,2.783,0.1687,2.7831,0.2764,0.6558,0.5998,0.925,0.2337,1.3571,0.0915,1.415,1.3968,1.3522,0.2652,1.156,0.1311,0.3853,0.1529,0.4185,1.0351,5.3364,0.2061,0.1813,0.033,1.0692,0.0599,1.7362,0.6659,1.408,0.0995,3.1236,6.365,1.4179,0.4673,0.4124,1.0801,3.0464,0.1172,0.3927
27-Jun-08,1.1309,0.298,2.2221,2.8049,0.1771,2.811,0.2796,0.6624,0.6092,0.9426,0.2363,1.3714,0.0923,1.418,1.4048,1.3604,0.2652,1.1666,0.1315,0.3861,0.1539,0.4201,1.0381,5.3515,0.2066,0.1817,0.0332,1.0733,0.0603,1.7399,0.6673,1.4131,0.0998,3.1441,6.3839,1.4221,0.4693,0.4133,1.0824,3.0464,0.1173,0.3935
28-Jun-08,1.1405,0.2994,2.2325,2.8136,0.1764,2.8143,0.2808,0.6642,0.6117,0.935,0.2374,1.3884,0.0927,1.418,1.4034,1.3609,0.266,1.1547,0.1333,0.3861,0.154,0.421,1.0404,5.3631,0.2067,0.1818,0.0331,1.0747,0.0605,1.7446,0.6673,1.4211,0.0998,3.1652,6.4262,1.4221,0.4696,0.4133,1.0824,3.0464,0.1174,0.3935
29-Jun-08,1.1405,0.2994,2.2325,2.8136,0.1764,2.8143,0.2808,0.6642,0.6117,0.935,0.2374,1.3884,0.0927,1.418,1.4034,1.3609,0.266,1.1547,0.1333,0.3861,0.154,0.421,1.0404,5.3631,0.2067,0.1818,0.0331,1.0747,0.0605,1.7446,0.6673,1.4211,0.0998,3.1652,6.4262,1.4221,0.4696,0.4133,1.0824,3.0464,0.1174,0.3935
30-Jun-08,1.1405,0.2994,2.2325,2.8136,0.1764,2.8143,0.2808,0.6642,0.6117,0.935,0.2374,1.3884,0.0927,1.418,1.4034,1.3609,0.266,1.1547,0.1333,0.3861,0.154,0.421,1.0404,5.3631,0.2067,0.1818,0.0331,1.0747,0.0605,1.7446,0.6673,1.4211,0.0998,3.1652,6.4262,1.4221,0.4696,0.4133,1.0824,3.0464,0.1174,0.3935
01-Jul-08,1.1418,0.3008,2.2429,2.8282,0.1767,2.8353,0.2809,0.6687,0.6152,0.9451,0.2377,1.3979,0.094,1.418,1.4067,1.3695,0.2664,1.1599,0.135,0.3861,0.1547,0.4247,1.0442,5.3558,0.2068,0.1818,0.033,1.0853,0.0606,1.7472,0.6673,1.4287,0.0998,3.1652,6.4637,1.4274,0.4685,0.4133,1.0824,3.0464,0.1174,0.3947
02-Jul-08,1.1429,0.2999,2.2359,2.8315,0.1798,2.8401,0.2795,0.6672,0.6156,0.9511,0.2365,1.3901,0.0935,1.418,1.3946,1.3565,0.2662,1.1519,0.1341,0.3861,0.1544,0.4262,1.0426,5.3558,0.2068,0.1819,0.0327,1.0788,0.0604,1.747,0.6673,1.4344,0.0998,3.1865,6.4888,1.4292,0.4685,0.4135,1.0824,3.0464,0.1174,0.3947
03-Jul-08,1.1437,0.301,2.2437,2.8224,0.1788,2.8471,0.2794,0.6692,0.6164,0.9506,0.2372,1.3931,0.0942,1.418,1.3912,1.3621,0.2662,1.1445,0.1334,0.3861,0.1548,0.4319,1.042,5.355,0.2066,0.1818,0.0328,1.0764,0.0606,1.7485,0.6676,1.428,0.0998,3.1865,6.4643,1.4305,0.4685,0.4135,1.0824,3.0464,0.1175,0.3947
04-Jul-08,1.1531,0.3019,2.2514,2.8149,0.1804,2.8682,0.2799,0.6709,0.6194,0.9517,0.2383,1.3977,0.0943,1.418,1.3947,1.3633,0.2663,1.1335,0.1333,0.3861,0.1548,0.4372,1.0436,5.3538,0.207,0.1818,0.0328,1.0757,0.0607,1.7521,0.6676,1.439,0.0998,3.1865,6.4643,1.4551,0.4686,0.4135,1.0824,3.1114,0.1176,0.3898
05-Jul-08,1.1492,0.2983,2.2238,2.8052,0.1821,2.8254,0.2787,0.669,0.616,0.9537,0.2368,1.3812,0.0938,1.415,1.3907,1.3617,0.2657,1.1432,0.1326,0.3853,0.1544,0.4323,1.0401,5.3428,0.2063,0.1815,0.0328,1.0712,0.0602,1.7476,0.6662,1.4361,0.0995,3.1941,6.5099,1.4277,0.4662,0.4127,1.0801,3.0464,0.1174,0.3938
06-Jul-08,1.1492,0.2983,2.2238,2.8052,0.1821,2.8254,0.2787,0.669,0.616,0.9537,0.2368,1.3812,0.0938,1.415,1.3907,1.3617,0.2657,1.1432,0.1326,0.3853,0.1544,0.4323,1.0401,5.3428,0.2063,0.1815,0.0328,1.0712,0.0602,1.7476,0.6662,1.4361,0.0995,3.1941,6.5099,1.4277,0.4662,0.4127,1.0801,3.0464,0.1174,0.3938
07-Jul-08,1.1492,0.2983,2.2238,2.8052,0.1821,2.8254,0.2787,0.669,0.616,0.9537,0.2368,1.3812,0.0938,1.415,1.3907,1.3617,0.2657,1.1432,0.1326,0.3853,0.1544,0.4323,1.0401,5.3428,0.2063,0.1815,0.0328,1.0712,0.0602,1.7476,0.6662,1.4361,0.0995,3.1941,6.5099,1.4277,0.4662,0.4127,1.0801,3.0464,0.1174,0.3938
08-Jul-08,1.1322,0.2962,2.2084,2.7849,0.1825,2.8041,0.2776,0.6661,0.6132,0.947,0.235,1.3691,0.0937,1.413,1.382,1.3517,0.2654,1.1482,0.1313,0.3847,0.153,0.4354,1.0352,5.3291,0.2059,0.1812,0.0327,1.0648,0.06,1.7442,0.6653,1.4175,0.0994,3.1611,6.5007,1.4257,0.4652,0.4122,1.0779,3.0464,0.1172,0.3967
09-Jul-08,1.1307,0.2976,2.2188,2.7878,0.186,2.811,0.277,0.6725,0.6189,0.9573,0.2354,1.3779,0.0944,1.413,1.3871,1.3464,0.2649,1.1465,0.1324,0.3847,0.1534,0.4333,1.0375,5.3363,0.2061,0.1811,0.0326,1.0605,0.0601,1.7466,0.6656,1.413,0.0994,3.147,6.4265,1.4313,0.4649,0.4123,1.0779,3.0464,0.1172,0.3967
10-Jul-08,1.135,0.2976,2.2193,2.7863,0.1847,2.812,0.2756,0.6764,0.6253,0.963,0.2348,1.3695,0.0943,1.4151,1.392,1.3448,0.2656,1.1557,0.1316,0.3853,0.1534,0.437,1.0381,5.3352,0.2063,0.1814,0.0328,1.0644,0.0604,1.7483,0.6666,1.4226,0.0995,3.1587,6.4299,1.4365,0.4647,0.4128,1.0786,3.0464,0.1175,0.3973
11-Jul-08,1.137,0.2985,2.2257,2.7964,0.1873,2.8235,0.2762,0.6801,0.6302,0.9644,0.2359,1.3731,0.095,1.4151,1.3976,1.3575,0.2657,1.1613,0.1321,0.3853,0.1538,0.4411,1.0406,5.3384,0.2068,0.1814,0.0328,1.0676,0.0604,1.7503,0.6669,1.4172,0.0995,3.1658,6.4393,1.4382,0.4653,0.4128,1.0786,3.0464,0.1176,0.3973
12-Jul-08,1.1388,0.2999,2.2372,2.8024,0.1874,2.8403,0.2779,0.6839,0.626,0.9679,0.2364,1.3783,0.0953,1.418,1.402,1.3631,0.2663,1.1631,0.1323,0.3861,0.1541,0.4206,1.0431,5.3469,0.2075,0.1817,0.0331,1.0753,0.0607,1.7558,0.6686,1.4231,0.0998,3.1723,6.4593,1.4432,0.4666,0.4137,1.0808,3.0464,0.118,0.3981
13-Jul-08,1.1388,0.2999,2.2372,2.8024,0.1874,2.8403,0.2779,0.6839,0.626,0.9679,0.2364,1.3783,0.0953,1.418,1.402,1.3631,0.2663,1.1631,0.1323,0.3861,0.1541,0.4206,1.0431,5.3469,0.2075,0.1817,0.0331,1.0753,0.0607,1.7558,0.6686,1.4231,0.0998,3.1723,6.4593,1.4432,0.4666,0.4137,1.0808,3.0464,0.118,0.3981
14-Jul-08,1.1388,0.2999,2.2372,2.8024,0.1874,2.8403,0.2779,0.6839,0.626,0.9679,0.2364,1.3783,0.0953,1.418,1.402,1.3631,0.2663,1.1631,0.1323,0.3861,0.1541,0.4206,1.0431,5.3469,0.2075,0.1817,0.0331,1.0753,0.0607,1.7558,0.6686,1.4231,0.0998,3.1723,6.4593,1.4432,0.4666,0.4137,1.0808,3.0464,0.118,0.3981
15-Jul-08,1.1448,0.3003,2.2401,2.805,0.1829,2.8572,0.2782,0.6881,0.6247,0.9712,0.2366,1.3798,0.0959,1.414,1.395,1.3678,0.2668,1.1629,0.1324,0.385,0.1552,0.4221,1.0434,5.333,0.2067,0.1812,0.033,1.0751,0.0609,1.755,0.6667,1.4263,0.0995,3.1775,6.4608,1.4391,0.4665,0.4126,1.0778,3.0464,0.1176,0.3987
16-Jul-08,1.1473,0.3032,2.2618,2.8374,0.1844,2.8742,0.2813,0.6952,0.6293,0.9788,0.2382,1.4048,0.097,1.416,1.4137,1.3875,0.2672,1.1612,0.1344,0.3855,0.1553,0.4259,1.0509,5.3424,0.2074,0.1815,0.0328,1.09,0.0612,1.7588,0.6679,1.4365,0.0996,3.2036,6.5115,1.4417,0.4669,0.4131,1.0781,3.0464,0.1178,0.3993
17-Jul-08,1.1544,0.3015,2.2485,2.8291,0.1823,2.8626,0.2796,0.6963,0.6257,0.9673,0.2363,1.402,0.0968,1.412,1.4093,1.3807,0.2667,1.1597,0.1356,0.3845,0.1549,0.4243,1.0487,5.3293,0.2073,0.1811,0.0327,1.0894,0.061,1.7532,0.666,1.4413,0.0993,3.2018,6.5216,1.4376,0.4666,0.4119,1.075,3.0612,0.1176,0.3982
18-Jul-08,1.1446,0.2995,2.2335,2.8162,0.1808,2.8497,0.277,0.6937,0.6258,0.9661,0.2354,1.3861,0.0966,1.409,1.4056,1.375,0.2658,1.1664,0.1337,0.3837,0.1547,0.4155,1.0434,5.3122,0.2064,0.1807,0.0329,1.0842,0.0607,1.7486,0.6646,1.4347,0.0991,3.1878,6.4913,1.4359,0.4656,0.411,1.0728,3.063,0.1174,0.3973
19-Jul-08,1.1393,0.2987,2.2275,2.8,0.1795,2.8446,0.2764,0.6922,0.6246,0.9718,0.2349,1.3778,0.0967,1.406,1.3958,1.3652,0.2657,1.1756,0.1322,0.3828,0.1545,0.4159,1.0398,5.2947,0.2062,0.1803,0.0328,1.0722,0.0606,1.7448,0.6635,1.4258,0.0989,3.1738,6.4543,1.4349,0.4651,0.4101,1.0705,3.0565,0.117,0.3965
20-Jul-08,1.1393,0.2987,2.2275,2.8,0.1795,2.8446,0.2764,0.6922,0.6246,0.9718,0.2349,1.3778,0.0967,1.406,1.3958,1.3652,0.2657,1.1756,0.1322,0.3828,0.1545,0.4159,1.0398,5.2947,0.2062,0.1803,0.0328,1.0722,0.0606,1.7448,0.6635,1.4258,0.0989,3.1738,6.4543,1.4349,0.4651,0.4101,1.0705,3.0565,0.117,0.3965
21-Jul-08,1.1393,0.2987,2.2275,2.8,0.1795,2.8446,0.2764,0.6922,0.6246,0.9718,0.2349,1.3778,0.0967,1.406,1.3958,1.3652,0.2657,1.1756,0.1322,0.3828,0.1545,0.4159,1.0398,5.2947,0.2062,0.1803,0.0328,1.0722,0.0606,1.7448,0.6635,1.4258,0.0989,3.1738,6.4543,1.4349,0.4651,0.4101,1.0705,3.0565,0.117,0.3965
22-Jul-08,1.1346,0.2986,2.2266,2.7948,0.1783,2.8414,0.2762,0.6934,0.6286,0.9724,0.2361,1.3745,0.0969,1.403,1.3952,1.3679,0.2647,1.181,0.1316,0.382,0.1542,0.411,1.0391,5.2903,0.2054,0.1799,0.0328,1.0677,0.0604,1.7416,0.6624,1.4225,0.0987,3.167,6.4485,1.4319,0.4647,0.4092,1.0682,3.05,0.1167,0.3975
23-Jul-08,1.1359,0.299,2.2305,2.8048,0.1787,2.8359,0.2771,0.6925,0.6272,0.975,0.2357,1.3777,0.0969,1.401,1.3981,1.3678,0.2641,1.1714,0.1316,0.3815,0.1531,0.4066,1.0369,5.2822,0.2054,0.1797,0.0328,1.0664,0.0604,1.7408,0.6618,1.4231,0.0986,3.1625,6.434,1.4322,0.465,0.4087,1.0667,3.0556,0.1166,0.3969
24-Jul-08,1.1395,0.2958,2.2065,2.7885,0.1758,2.8291,0.2735,0.6788,0.6192,0.9546,0.2335,1.3561,0.0933,1.4,1.3856,1.3556,0.2645,1.1721,0.13,0.3812,0.1525,0.4033,1.0294,5.2681,0.205,0.1795,0.0331,1.0552,0.06,1.7359,0.6616,1.4248,0.0985,3.1674,6.4573,1.4312,0.4645,0.4083,1.0651,3.0481,0.1165,0.3966
