Date,BGN,DKK,EUR,GBP,ISK,RSD,NOK,PLN,RON,HUF,SEK,CHF,CZK,USD,CAD,AUD,EGP,TRY,JPY,AED,IRR,ILS,SGD,KWD,CNY,HKD,INR,NZD,RUB,AZN,BYR,TMT,LVL,LTL,MDL,AMD,TJS,UZS,UAH,KZT,KGS,ZAR,BRL
28-Jul-11,1.2231,3.2086,2.391,2.7093,1.4445,2.3209,3.0838,5.9676,5.6522,0.8931,2.6379,2.0652,0.985,1.6532,1.7552,1.826,2.7762,0.9771,2.126,4.5011,1.5663,4.8753,1.3757,6.0802,2.566,2.122,3.7519,1.4461,6.0239,2.1025,3.3466,5.8007,3.4157,6.9453,1.4425,4.5257,3.502,0.9584,2.074,1.137,3.6997,2.4863,1.0744
29-Jul-11,1.2211,3.1731,2.3634,2.6964,1.4304,2.3226,3.0586,5.8921,5.5645,0.8818,2.6042,2.0642,0.9756,1.6532,1.743,1.8241,2.776,0.9863,2.126,4.5011,1.5817,4.8228,1.3737,6.0623,2.5663,2.1215,3.7497,1.4421,5.9919,2.1017,3.3398,5.8007,3.3739,6.8734,1.4474,4.5365,3.5022,0.9584,2.074,1.1361,3.6994,2.478,1.0635
30-Jul-11,1.2065,3.1622,2.3554,2.693,1.4282,2.3226,3.0447,5.873,5.5524,0.8723,2.5971,2.0673,0.9743,1.6549,1.7415,1.8086,2.779,0.982,2.131,4.5057,1.5695,4.8189,1.3734,6.0708,2.5711,2.1232,3.7418,1.4318,5.9788,2.1039,3.3378,5.8067,3.3705,6.8438,1.4511,4.5412,3.5067,0.9594,2.0761,1.1326,3.7109,2.4441,1.0566
31-Jul-11,1.2065,3.1622,2.3554,2.693,1.4282,2.3226,3.0447,5.873,5.5524,0.8723,2.5971,2.0673,0.9743,1.6549,1.7415,1.8086,2.779,0.982,2.131,4.5057,1.5695,4.8189,1.3734,6.0708,2.5711,2.1232,3.7418,1.4318,5.9788,2.1039,3.3378,5.8067,3.3705,6.8438,1.4511,4.5412,3.5067,0.9594,2.0761,1.1326,3.7109,2.4441,1.0566
01-Aug-11,1.2065,3.1622,2.3554,2.693,1.4282,2.3226,3.0447,5.873,5.5524,0.8723,2.5971,2.0673,0.9743,1.6549,1.7415,1.8086,2.779,0.982,2.131,4.5057,1.5695,4.8189,1.3734,6.0708,2.5711,2.1232,3.7418,1.4318,5.9788,2.1039,3.3378,5.8067,3.3705,6.8438,1.4511,4.5412,3.5067,0.9594,2.0761,1.1326,3.7109,2.4441,1.0566
02-Aug-11,1.2052,3.2035,2.3866,2.7144,1.4452,2.3191,3.097,5.9959,5.6495,0.8923,2.6495,2.1009,0.988,1.653,1.7402,1.8284,2.7767,0.9906,2.1417,4.5005,1.5897,4.8521,1.3776,6.0727,2.5692,2.1215,3.7515,1.4573,6.0065,2.1017,3.3428,5.8,3.3873,6.897,1.4506,4.5477,3.508,0.9572,2.0737,1.1311,3.7231,2.4842,1.0672
03-Aug-11,1.2135,3.1346,2.3351,2.6792,1.4196,2.2957,3.0517,5.801,5.5154,0.866,2.5923,2.1128,0.9664,1.6465,1.721,1.7889,2.7664,0.969,2.1295,4.4828,1.5835,4.7788,1.367,6.0422,2.5575,2.1125,3.7196,1.4382,5.9194,2.0935,3.3115,5.7772,3.333,6.7671,1.4451,4.5298,3.4925,0.9534,2.0656,1.1286,3.7092,2.4428,1.0515
04-Aug-11,1.1932,3.1682,2.3598,2.7008,1.4338,2.3002,3.072,5.8512,5.5772,0.8651,2.5998,2.1221,0.973,1.647,1.7208,1.7741,2.7681,0.9679,2.1348,4.4842,1.6023,4.7629,1.3653,6.044,2.5598,2.1126,3.7189,1.4256,5.9033,2.0944,3.3126,5.7789,3.3273,6.7803,1.4445,4.5307,3.4927,0.9537,2.0662,1.127,3.712,2.4341,1.0508
05-Aug-11,1.2139,3.174,2.364,2.7114,1.438,2.3229,3.0566,5.8588,5.5986,0.8677,2.5859,2.1394,0.9728,1.6602,1.7049,1.7573,2.7898,0.9614,2.0789,4.5201,1.6033,4.7611,1.3684,6.097,2.5789,2.1285,3.7281,1.4093,5.9627,2.1111,3.3411,5.8253,3.3744,6.8882,1.4551,4.5604,3.5194,0.9613,2.0827,1.1352,3.7433,2.429,1.0644
06-Aug-11,1.2114,3.1639,2.3566,2.7124,1.4353,2.2955,3.0279,5.8216,5.5535,0.8589,2.5533,2.1726,0.9728,1.6651,1.6946,1.7412,2.7985,0.9586,2.1233,4.5334,1.5895,4.7198,1.3648,6.0993,2.5854,2.1337,3.7205,1.3917,5.8758,2.1174,3.3309,5.8425,3.3436,6.7938,1.4581,4.5532,3.5281,0.9642,2.0889,1.1369,3.754,2.3984,1.0489
07-Aug-11,1.2114,3.1639,2.3566,2.7124,1.4353,2.2955,3.0279,5.8216,5.5535,0.8589,2.5533,2.1726,0.9728,1.6651,1.6946,1.7412,2.7985,0.9586,2.1233,4.5334,1.5895,4.7198,1.3648,6.0993,2.5854,2.1337,3.7205,1.3917,5.8758,2.1174,3.3309,5.8425,3.3436,6.7938,1.4581,4.5532,3.5281,0.9642,2.0889,1.1369,3.754,2.3984,1.0489
08-Aug-11,1.2114,3.1639,2.3566,2.7124,1.4353,2.2955,3.0279,5.8216,5.5535,0.8589,2.5533,2.1726,0.9728,1.6651,1.6946,1.7412,2.7985,0.9586,2.1233,4.5334,1.5895,4.7198,1.3648,6.0993,2.5854,2.1337,3.7205,1.3917,5.8758,2.1174,3.3309,5.8425,3.3436,6.7938,1.4581,4.5532,3.5281,0.9642,2.0889,1.1369,3.754,2.3984,1.0489
09-Aug-11,1.2015,3.1803,2.3691,2.7259,1.4403,2.3329,3.0375,5.8384,5.5854,0.8606,2.5598,2.1795,0.9789,1.6601,1.6835,1.7212,2.7866,0.948,2.1377,4.5199,1.6168,4.6829,1.3642,6.1033,2.5798,2.1268,3.6897,1.3782,5.8206,2.1105,3.3209,5.8249,3.388,6.9056,1.453,4.5192,3.5168,0.9613,2.0826,1.1329,3.7434,2.3773,1.0536
10-Aug-11,1.2026,3.1696,2.3607,2.7078,1.4385,2.2792,3.0183,5.7483,5.5386,0.8546,2.5548,2.2308,0.9768,1.6535,1.664,1.6843,2.7757,0.9401,2.1466,4.5019,1.5901,4.6307,1.3627,6.0835,2.5713,2.1177,3.6556,1.3588,5.621,2.1021,3.3004,5.8018,3.3472,6.8358,1.4458,4.5018,3.5021,0.9563,2.0744,1.1275,3.728,2.2649,1.017
11-Aug-11,1.2083,3.1977,2.3824,2.6931,1.4499,2.2805,3.0592,5.8111,5.5887,0.873,2.589,2.282,0.9891,1.6565,1.6905,1.7166,2.7808,0.9484,2.1642,4.5101,1.6017,4.7234,1.3662,6.1013,2.5812,2.1226,3.6702,1.3847,5.6523,2.1062,3.3064,5.8123,3.3806,6.8852,1.4504,4.5043,3.5082,0.958,2.0782,1.1281,3.7268,2.3362,1.0429
12-Aug-11,1.2173,3.1547,2.3504,2.6749,1.4343,2.2893,3.0031,5.6146,5.4764,0.8502,2.5263,2.2387,0.972,1.6571,1.6676,1.6931,2.7808,0.9346,2.1636,4.5117,1.5958,4.6712,1.3642,6.0878,2.5921,2.1246,3.652,1.353,5.6331,2.1067,3.301,5.8144,3.3545,6.8421,1.4516,4.4997,3.5089,0.9583,2.079,1.127,3.7216,2.2917,1.0201
13-Aug-11,1.193,3.1518,2.3478,2.6844,1.4352,2.2939,2.9941,5.6471,5.4873,0.8561,2.5395,2.1448,0.9684,1.6498,1.6705,1.7013,2.769,0.9263,2.1538,4.4918,1.5856,4.6686,1.3617,6.0499,2.5822,2.116,3.634,1.3624,5.603,2.0974,3.2812,5.7888,3.3329,6.7915,1.448,4.4768,3.4876,0.9541,2.0698,1.1218,3.7049,2.2902,1.0156
14-Aug-11,1.193,3.1518,2.3478,2.6844,1.4352,2.2939,2.9941,5.6471,5.4873,0.8561,2.5395,2.1448,0.9684,1.6498,1.6705,1.7013,2.769,0.9263,2.1538,4.4918,1.5856,4.6686,1.3617,6.0499,2.5822,2.116,3.634,1.3624,5.603,2.0974,3.2812,5.7888,3.3329,6.7915,1.448,4.4768,3.4876,0.9541,2.0698,1.1218,3.7049,2.2902,1.0156
15-Aug-11,1.193,3.1518,2.3478,2.6844,1.4352,2.2939,2.9941,5.6471,5.4873,0.8561,2.5395,2.1448,0.9684,1.6498,1.6705,1.7013,2.769,0.9263,2.1538,4.4918,1.5856,4.6686,1.3617,6.0499,2.5822,2.116,3.634,1.3624,5.603,2.0974,3.2812,5.7888,3.3329,6.7915,1.448,4.4768,3.4876,0.9541,2.0698,1.1218,3.7049,2.2902,1.0156
16-Aug-11,1.202,3.1636,2.3566,2.6887,1.4405,2.3173,2.9935,5.6552,5.5207,0.8674,2.5381,2.0902,0.971,1.6498,1.6687,1.7158,2.7642,0.9311,2.1476,4.4921,1.5951,4.6916,1.3673,6.0721,2.5816,2.1164,3.6395,1.3711,5.717,2.0974,3.2812,5.7888,3.3533,6.7915,1.4476,4.4828,3.4871,0.9529,2.0698,1.1209,3.7035,2.297,1.0241
17-Aug-11,1.2067,3.1821,2.3703,2.703,1.4473,2.3296,3.0148,5.7009,5.5522,0.8762,2.5624,2.1128,0.9728,1.6495,1.6724,1.7206,2.7639,0.9251,2.1503,4.4911,1.5953,4.6772,1.3704,6.0599,2.5846,2.1163,3.6415,1.3684,5.7467,2.0973,3.2904,5.7877,3.3801,6.8743,1.4511,4.482,3.4821,0.9527,2.0694,1.1216,3.701,2.3005,1.0385
18-Aug-11,1.2109,3.2017,2.3849,2.7146,1.4579,2.3237,3.0582,5.7696,5.611,0.8853,2.6005,2.0893,0.9774,1.6493,1.6843,1.74,2.7629,0.9331,2.1548,4.4906,1.5935,4.6942,1.3732,6.077,2.5823,2.1166,3.6308,1.3815,5.7425,2.097,3.2887,5.787,3.3797,6.8664,1.4517,4.4859,3.4792,0.9526,2.0691,1.1228,3.6874,2.3296,1.0375
19-Aug-11,1.2201,3.1773,2.3669,2.7169,1.4479,2.3114,3.0393,5.6999,5.5601,0.8727,2.5863,2.0724,0.9691,1.6484,1.672,1.7221,2.7635,0.9275,2.1517,4.488,1.5815,4.6379,1.3589,6.0558,2.5805,2.1143,3.6076,1.3708,5.7015,2.0961,3.2856,5.7839,3.3779,6.8758,1.4521,4.4905,3.476,0.9521,2.068,1.127,3.6795,2.3035,1.0382
20-Aug-11,1.2078,3.1576,2.3517,2.7129,1.4384,2.2992,2.9924,5.6111,5.5034,0.861,2.5456,2.084,0.9619,1.6441,1.6592,1.7053,2.7563,0.9176,2.15,4.4763,1.5584,4.5912,1.357,6.0378,2.5722,2.1078,3.5941,1.3511,5.6168,2.0909,3.2686,5.7688,3.3485,6.82,1.4494,4.4858,3.4675,0.9496,2.0626,1.1239,3.6659,2.2737,1.0285
21-Aug-11,1.2078,3.1576,2.3517,2.7129,1.4384,2.2992,2.9924,5.6111,5.5034,0.861,2.5456,2.084,0.9619,1.6441,1.6592,1.7053,2.7563,0.9176,2.15,4.4763,1.5584,4.5912,1.357,6.0378,2.5722,2.1078,3.5941,1.3511,5.6168,2.0909,3.2686,5.7688,3.3485,6.82,1.4494,4.4858,3.4675,0.9496,2.0626,1.1239,3.6659,2.2737,1.0285
22-Aug-11,1.2078,3.1576,2.3517,2.7129,1.4384,2.2992,2.9924,5.6111,5.5034,0.861,2.5456,2.084,0.9619,1.6441,1.6592,1.7053,2.7563,0.9176,2.15,4.4763,1.5584,4.5912,1.357,6.0378,2.5722,2.1078,3.5941,1.3511,5.6168,2.0909,3.2686,5.7688,3.3485,6.82,1.4494,4.4858,3.4675,0.9496,2.0626,1.1239,3.6659,2.2737,1.0285
23-Aug-11,1.2077,3.1819,2.3699,2.7085,1.4496,2.3015,3.0251,5.687,5.5625,0.8697,2.596,2.088,0.9684,1.642,1.6685,1.7172,2.7477,0.9189,2.1386,4.4705,1.5851,4.597,1.3619,6.0523,2.5654,2.1053,3.591,1.3543,5.6126,2.0883,3.2612,5.7614,3.3579,6.8269,1.448,4.4792,3.463,0.9469,2.0598,1.1186,3.6523,2.2858,1.0268
24-Aug-11,1.2147,3.2036,2.3866,2.7248,1.4599,2.3333,3.0523,5.7634,5.6087,0.8809,2.6206,2.0898,0.9798,1.6484,1.6699,1.731,2.7575,0.9248,2.1528,4.488,1.5625,4.6105,1.3697,6.0737,2.5762,2.1141,3.6151,1.372,5.693,2.0964,3.2739,5.7839,3.371,6.8732,1.4526,4.4913,3.4766,0.9506,2.0679,1.1237,3.6624,2.2989,1.0256
25-Aug-11,1.2188,3.197,2.3815,2.7208,1.4569,2.3296,3.0387,5.7258,5.607,0.8757,2.6124,2.0883,0.9734,1.6483,1.667,1.7277,2.7656,0.9265,2.1544,4.4877,1.5624,4.5714,1.3687,6.0756,2.5801,2.1144,3.5852,1.3653,5.7027,2.096,3.2659,5.7835,3.3777,6.888,1.4519,4.4886,3.4697,0.9505,2.0677,1.1258,3.6549,2.2874,1.0325
26-Aug-11,1.2154,3.1949,2.3799,2.6961,1.4503,2.3209,3.0492,5.7239,5.5996,0.8759,2.6137,2.0746,0.9831,1.647,1.6699,1.7241,2.7644,0.9321,2.1337,4.4844,1.5612,4.5671,1.3637,6.073,2.5775,2.1126,3.5758,1.3682,5.7024,2.0941,3.2594,5.7789,3.375,6.8797,1.4518,4.4802,3.4665,0.9498,2.0661,1.1251,3.6507,2.2822,1.021
27-Aug-11,1.2128,3.1852,2.3733,2.6828,1.4463,2.3242,3.0558,5.6962,5.5954,0.8712,2.6086,2.0702,0.9814,1.6446,1.6668,1.7272,2.7606,0.9377,2.137,4.478,1.5581,4.5525,1.3631,6.0485,2.5749,2.1092,3.5659,1.3706,5.6962,2.091,3.2496,5.7705,3.3701,6.8769,1.4508,4.4729,3.4608,0.9484,2.0631,1.123,3.663,2.2854,1.0222
28-Aug-11,1.2128,3.1852,2.3733,2.6828,1.4463,2.3242,3.0558,5.6962,5.5954,0.8712,2.6086,2.0702,0.9814,1.6446,1.6668,1.7272,2.7606,0.9377,2.137,4.478,1.5581,4.5525,1.3631,6.0485,2.5749,2.1092,3.5659,1.3706,5.6962,2.091,3.2496,5.7705,3.3701,6.8769,1.4508,4.4729,3.4608,0.9484,2.0631,1.123,3.663,2.2854,1.0222
29-Aug-11,1.2128,3.1852,2.3733,2.6828,1.4463,2.3242,3.0558,5.6962,5.5954,0.8712,2.6086,2.0702,0.9814,1.6446,1.6668,1.7272,2.7606,0.9377,2.137,4.478,1.5581,4.5525,1.3631,6.0485,2.5749,2.1092,3.5659,1.3706,5.6962,2.091,3.2496,5.7705,3.3701,6.8769,1.4508,4.4729,3.4608,0.9484,2.0631,1.123,3.663,2.2854,1.0222
30-Aug-11,1.2119,3.2051,2.3879,2.6976,1.4553,2.3506,3.0731,5.7436,5.6358,0.8757,2.6219,2.021,0.9911,1.6457,1.6856,1.7474,2.7668,0.9446,2.1479,4.4808,1.5888,4.5663,1.3634,6.0749,2.5792,2.111,3.5753,1.3906,5.732,2.0924,3.2492,5.7744,3.4002,6.9296,1.4518,4.471,3.4623,0.9476,2.0647,1.124,3.6659,2.3233,1.0269
31-Aug-11,1.2189,3.1835,2.3716,2.6871,1.4454,2.3504,3.0554,5.7138,5.6227,0.871,2.5819,2.004,0.9845,1.6457,1.6813,1.7517,2.7644,0.9486,2.144,4.4807,1.5592,4.6116,1.3628,6.066,2.5793,2.1113,3.5756,1.3984,5.703,2.0924,3.2294,5.7744,3.4002,6.9092,1.4518,4.4686,3.4627,0.9476,2.0647,1.124,3.6655,2.3294,1.0344
01-Sep-11,1.2127,3.1906,2.3773,2.682,1.4541,2.3393,3.0753,5.7287,5.6247,0.8745,2.5918,2.036,0.9862,1.6469,1.6817,1.7579,2.7688,0.9558,2.1506,4.4839,1.5827,4.6257,1.3696,6.057,2.5822,2.1127,3.5732,1.404,5.6931,2.094,3.2248,5.7786,3.3817,6.8816,1.4528,4.4761,3.4654,0.9483,2.0662,1.1249,3.6682,2.3442,1.0328
02-Sep-11,1.224,3.1756,2.3658,2.6847,1.4527,2.3592,3.0707,5.6998,5.593,0.8662,2.5952,2.0717,0.9801,1.6567,1.6924,1.7723,2.7853,0.9635,2.1507,4.5106,1.5703,4.6387,1.3757,6.0841,2.5962,2.1278,3.5945,1.4062,5.7343,2.1064,3.2294,5.813,3.3879,6.8917,1.4624,4.5074,3.486,0.9539,2.0784,1.1312,3.6893,2.3621,1.0425
03-Sep-11,1.2139,3.1783,2.3675,2.6944,1.4538,2.3581,3.0801,5.6686,5.5829,0.8582,2.5958,2.1293,0.9747,1.6621,1.7002,1.7779,2.7943,0.9544,2.165,4.5253,1.5919,4.6259,1.3814,6.1174,2.6044,2.1342,3.6184,1.4139,5.7195,2.113,3.2261,5.8319,3.3714,6.8537,1.4682,4.5227,3.4968,0.957,2.085,1.1335,3.7005,2.3723,1.0264
04-Sep-11,1.2139,3.1783,2.3675,2.6944,1.4538,2.3581,3.0801,5.6686,5.5829,0.8582,2.5958,2.1293,0.9747,1.6621,1.7002,1.7779,2.7943,0.9544,2.165,4.5253,1.5919,4.6259,1.3814,6.1174,2.6044,2.1342,3.6184,1.4139,5.7195,2.113,3.2261,5.8319,3.3714,6.8537,1.4682,4.5227,3.4968,0.957,2.085,1.1335,3.7005,2.3723,1.0264
05-Sep-11,1.2139,3.1783,2.3675,2.6944,1.4538,2.3581,3.0801,5.6686,5.5829,0.8582,2.5958,2.1293,0.9747,1.6621,1.7002,1.7779,2.7943,0.9544,2.165,4.5253,1.5919,4.6259,1.3814,6.1174,2.6044,2.1342,3.6184,1.4139,5.7195,2.113,3.2261,5.8319,3.3714,6.8537,1.4682,4.5227,3.4968,0.957,2.085,1.1335,3.7005,2.3723,1.0264
06-Sep-11,1.2112,3.1521,2.348,2.6798,1.4414,2.335,3.0627,5.5707,5.531,0.8465,2.5788,2.1126,0.9607,1.6618,1.6842,1.7567,2.7891,0.9414,2.163,4.5245,1.5877,4.5762,1.3779,6.1051,2.6024,2.1331,3.6133,1.3929,5.6632,2.1126,3.2044,5.8309,3.3504,6.8012,1.4705,4.5101,3.4925,0.9553,2.0846,1.1327,3.6914,2.3371,1.0133
07-Sep-11,1.2114,3.1654,2.3577,2.6758,1.4465,2.2961,3.0696,5.5777,5.548,0.8537,2.583,1.9606,0.9661,1.662,1.68,1.7587,2.7894,0.9411,2.1548,4.525,1.592,4.5416,1.3779,6.1103,2.601,2.1326,3.6115,1.3839,5.6128,2.1129,3.1876,5.8316,3.324,6.7817,1.4719,4.5026,3.4932,0.9555,2.0849,1.1322,3.6895,2.3439,1.0105
08-Sep-11,1.2114,3.1359,2.3354,2.6557,1.4373,2.3016,3.1049,5.5298,5.5188,0.8468,2.6051,1.9374,0.9556,1.6621,1.6838,1.764,2.7833,0.9478,2.1538,4.5253,1.5807,4.5268,1.3757,6.0883,2.5994,2.1324,3.5996,1.378,5.6361,2.1133,3.1847,5.8319,3.3242,6.7791,1.4698,4.495,3.4914,0.9555,2.0847,1.1314,3.6842,2.3276,1.0034
09-Sep-11,1.1933,3.1362,2.3356,2.6547,1.4429,2.3101,3.0876,5.5175,5.5031,0.846,2.6104,1.9246,0.9562,1.6627,1.6894,1.7663,2.7817,0.942,2.1518,4.5272,1.576,4.5182,1.3737,6.0838,2.6048,2.1328,3.5958,1.3877,5.636,2.114,3.1779,5.834,3.3254,6.7791,1.4651,4.4849,3.4922,0.9559,2.0855,1.1321,3.6844,2.3249,1.0037
10-Sep-11,1.194,3.0809,2.2943,2.6483,1.4246,2.2828,3.0561,5.3295,5.3835,0.8195,2.586,1.8883,0.9395,1.6628,1.6767,1.7521,2.7822,0.9349,2.1395,4.5276,1.5761,4.507,1.3595,6.0708,2.603,2.1334,3.5746,1.382,5.6005,2.1142,3.1546,5.8344,3.2862,6.6962,1.4575,4.4709,3.492,0.9559,2.0856,1.1319,3.6858,2.2914,1.0018
11-Sep-11,1.194,3.0809,2.2943,2.6483,1.4246,2.2828,3.0561,5.3295,5.3835,0.8195,2.586,1.8883,0.9395,1.6628,1.6767,1.7521,2.7822,0.9349,2.1395,4.5276,1.5761,4.507,1.3595,6.0708,2.603,2.1334,3.5746,1.382,5.6005,2.1142,3.1546,5.8344,3.2862,6.6962,1.4575,4.4709,3.492,0.9559,2.0856,1.1319,3.6858,2.2914,1.0018
12-Sep-11,1.194,3.0809,2.2943,2.6483,1.4246,2.2828,3.0561,5.3295,5.3835,0.8195,2.586,1.8883,0.9395,1.6628,1.6767,1.7521,2.7822,0.9349,2.1395,4.5276,1.5761,4.507,1.3595,6.0708,2.603,2.1334,3.5746,1.382,5.6005,2.1142,3.1546,5.8344,3.2862,6.6962,1.4575,4.4709,3.492,0.9559,2.0856,1.1319,3.6858,2.2914,1.0018
13-Sep-11,1.1746,3.0383,2.2624,2.6352,1.4151,2.2208,2.9819,5.2225,5.2834,0.8,2.5208,1.8779,0.9236,1.6627,1.663,1.7154,2.7921,0.9281,2.1616,4.5273,1.567,4.4685,1.3482,6.0506,2.5968,2.1312,3.523,1.3608,5.4868,2.114,3.1096,5.834,3.1975,6.5291,1.4455,4.4592,3.4917,0.9546,2.0856,1.1302,3.6867,2.2654,0.9941
14-Sep-11,1.1622,3.053,2.2737,2.6336,1.4211,2.2628,2.9435,5.2341,5.3167,0.8028,2.4942,1.8883,0.9266,1.6645,1.6722,1.7134,2.798,0.9345,2.1625,4.5321,1.5809,4.486,1.3405,6.0615,2.6014,2.1328,3.5009,1.3676,5.5139,2.1161,3.113,5.8404,3.2383,6.5835,1.4436,4.464,3.4906,0.9556,2.0879,1.1299,3.6938,2.2567,0.9779
15-Sep-11,1.1608,3.0654,2.2829,2.6291,1.4257,2.2513,2.9488,5.2506,5.3264,0.7965,2.4867,1.897,0.9298,1.6639,1.6809,1.706,2.7955,0.941,2.166,4.5303,1.5675,4.479,1.3385,6.0594,2.6013,2.1322,3.4897,1.3716,5.4798,2.1153,3.1072,5.8382,3.2246,6.5666,1.4357,4.4423,3.4888,0.9553,2.0871,1.1293,3.6902,2.2555,0.9734
16-Sep-11,1.1677,3.085,2.2975,2.6322,1.4345,2.2635,2.9676,5.2404,5.3521,0.7991,2.5043,1.9057,0.9365,1.6635,1.6823,1.7112,2.7943,0.9339,2.1725,4.5292,1.5694,4.5198,1.3369,6.0645,2.6027,2.134,3.494,1.3691,5.4533,2.1145,3.1007,5.8368,3.249,6.6112,1.4265,4.4367,3.4884,0.9551,2.0866,1.1294,3.6806,2.2488,0.9707
17-Sep-11,1.1729,3.0851,2.2976,2.6314,1.437,2.2881,2.9779,5.3072,5.3857,0.8015,2.5135,1.9054,0.9375,1.663,1.6912,1.7242,2.7926,0.9345,2.1682,4.5278,1.5579,4.5567,1.3428,6.0649,2.6052,2.1349,3.5216,1.381,5.4466,2.1139,3.094,5.8351,3.2801,6.6656,1.4176,4.4354,3.4879,0.9548,2.0857,1.1307,3.6792,2.2502,0.9748
18-Sep-11,1.1729,3.0851,2.2976,2.6314,1.437,2.2881,2.9779,5.3072,5.3857,0.8015,2.5135,1.9054,0.9375,1.663,1.6912,1.7242,2.7926,0.9345,2.1682,4.5278,1.5579,4.5567,1.3428,6.0649,2.6052,2.1349,3.5216,1.381,5.4466,2.1139,3.094,5.8351,3.2801,6.6656,1.4176,4.4354,3.4879,0.9548,2.0857,1.1307,3.6792,2.2502,0.9748
19-Sep-11,1.1729,3.0851,2.2976,2.6314,1.437,2.2881,2.9779,5.3072,5.3857,0.8015,2.5135,1.9054,0.9375,1.663,1.6912,1.7242,2.7926,0.9345,2.1682,4.5278,1.5579,4.5567,1.3428,6.0649,2.6052,2.1349,3.5216,1.381,5.4466,2.1139,3.094,5.8351,3.2801,6.6656,1.4176,4.4354,3.4879,0.9548,2.0857,1.1307,3.6792,2.2502,0.9748
20-Sep-11,1.1693,3.05,2.2713,2.6148,1.4261,2.2582,2.9339,5.212,5.3114,0.7842,2.4779,1.8831,0.9237,1.662,1.6945,1.7032,2.7891,0.9263,2.1663,4.5252,1.5577,4.5005,1.3175,6.0458,2.6024,2.1326,3.4806,1.3668,5.3842,2.1126,3.071,5.8316,3.2335,6.5892,1.4174,4.4335,3.4863,0.9528,2.0845,1.13,3.6771,2.1868,0.9593
21-Sep-11,1.1599,3.058,2.2773,2.6119,1.429,2.2432,2.9292,5.2055,5.3182,0.7822,2.4926,1.8875,0.9242,1.6631,1.6772,1.7097,2.7901,0.9251,2.174,4.528,1.579,4.5132,1.3216,6.0476,2.6052,2.134,3.4643,1.3694,5.2804,2.1143,3.0454,5.8354,3.2231,6.5626,1.4229,4.4365,3.489,0.9535,2.0857,1.1306,3.6798,2.1738,0.9254
22-Sep-11,1.1656,3.0507,2.2717,2.6053,1.4255,2.2459,2.9277,5.141,5.2854,0.7755,2.497,1.8626,0.9097,1.6629,1.6728,1.7045,2.7882,0.9247,2.1791,4.5275,1.5578,4.5169,1.311,6.0535,2.6059,2.1346,3.45,1.3662,5.2938,2.114,3.0428,5.8347,3.2415,6.5965,1.425,4.4407,3.4881,0.9534,2.0855,1.1285,3.6788,2.1207,0.9316
23-Sep-11,1.1593,3.0028,2.2356,2.5632,1.4032,2.2194,2.8647,4.9841,5.1915,0.7629,2.4183,1.8131,0.8978,1.6628,1.6175,1.6352,2.7853,0.9075,2.1779,4.5273,1.5613,4.474,1.2797,6.0225,2.6032,2.1309,3.3742,1.3006,5.2108,2.1134,3.015,5.8344,3.2039,6.53,1.4218,4.4404,3.4879,0.9533,2.0854,1.1282,3.6788,2.0204,0.8868
24-Sep-11,1.1595,3.0067,2.2379,2.565,1.4078,2.2101,2.8399,4.9707,5.1964,0.7698,2.4048,1.8331,0.9016,1.663,1.6089,1.6209,2.7851,0.9045,2.1821,4.5279,1.5708,4.4793,1.2812,6.0145,2.6034,2.1328,3.3606,1.2915,5.1793,2.1136,3.0013,5.8351,3.1981,6.5159,1.4178,4.4472,3.4884,0.9534,2.0856,1.1275,3.6856,1.995,0.873
25-Sep-11,1.1595,3.0067,2.2379,2.565,1.4078,2.2101,2.8399,4.9707,5.1964,0.7698,2.4048,1.8331,0.9016,1.663,1.6089,1.6209,2.7851,0.9045,2.1821,4.5279,1.5708,4.4793,1.2812,6.0145,2.6034,2.1328,3.3606,1.2915,5.1793,2.1136,3.0013,5.8351,3.1981,6.5159,1.4178,4.4472,3.4884,0.9534,2.0856,1.1275,3.6856,1.995,0.873
26-Sep-11,1.1595,3.0067,2.2379,2.565,1.4078,2.2101,2.8399,4.9707,5.1964,0.7698,2.4048,1.8331,0.9016,1.663,1.6089,1.6209,2.7851,0.9045,2.1821,4.5279,1.5708,4.4793,1.2812,6.0145,2.6034,2.1328,3.3606,1.2915,5.1793,2.1136,3.0013,5.8351,3.1981,6.5159,1.4178,4.4472,3.4884,0.9534,2.0856,1.1275,3.6856,1.995,0.873
27-Sep-11,1.1592,3.0133,2.2425,2.5788,1.4097,2.1839,2.8623,5.0894,5.2207,0.7746,2.4289,1.8358,0.9077,1.6627,1.6171,1.6263,2.7884,0.8987,2.1774,4.5271,1.5765,4.4529,1.2777,6.0025,2.5978,2.1325,3.3549,1.2923,5.122,2.113,2.9776,5.834,3.1731,6.4531,1.4089,4.4591,3.492,0.952,2.0853,1.1259,3.6888,2.0709,0.9069
28-Sep-11,1.1474,3.0241,2.2501,2.5889,1.4111,2.2069,2.8869,5.1498,5.2285,0.785,2.4491,1.8417,0.9199,1.6623,1.623,1.6442,2.7871,0.9016,2.1746,4.526,1.5601,4.4819,1.2951,6.0185,2.5982,2.1329,3.3876,1.3076,5.1592,2.1125,2.9769,5.8326,3.2029,6.515,1.4,4.4714,3.4938,0.9517,2.0848,1.1248,3.6931,2.1127,0.9115
